Timestamp;Name;Position;Rotation;Grabbed
10,35802;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
38,47585;Right Hand Presence Physics;(0.15, 0.50, 5.44);(315.54, 116.63, 317.06)
38,47585;Left Hand Presence Physics;(-0.01, 0.48, 5.37);(325.27, 97.41, 345.82)
38,47585;Right Hand Presence Physics;(0.15, 0.50, 5.44);(315.54, 116.63, 317.06)
38,47585;Left Hand Presence Physics;(-0.01, 0.48, 5.37);(325.27, 97.41, 345.82)
38,47585;Rubber Cube;(-0.21, 0.88, 5.60);(0.00, 256.40, 180.00);False
38,47585;Metal Cube;(0.17, 0.86, 5.60);(0.00, 46.51, 0.00);False
38,978;Right Hand Presence Physics;(0.16, 0.53, 5.44);(340.25, 41.36, 33.42)
38,978;Left Hand Presence Physics;(-0.02, 0.52, 5.37);(319.85, 97.98, 344.90)
38,978;Right Hand Presence Physics;(0.16, 0.53, 5.44);(340.25, 41.36, 33.42)
38,978;Left Hand Presence Physics;(-0.02, 0.52, 5.37);(319.85, 97.98, 344.90)
38,978;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 256.40, 180.00);False
38,978;Metal Cube;(0.17, 0.55, 5.60);(0.00, 46.51, 0.00);False
39,47829;Right Hand Presence Physics;(0.21, 0.63, 5.41);(323.61, 359.41, 352.60)
39,47829;Left Hand Presence Physics;(-0.02, 0.61, 5.46);(326.99, 0.73, 19.28)
39,47829;Right Hand Presence Physics;(0.21, 0.63, 5.41);(323.61, 359.41, 352.60)
39,47829;Left Hand Presence Physics;(-0.02, 0.61, 5.46);(326.99, 0.73, 19.28)
39,47829;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 256.40, 180.00);False
39,47829;Metal Cube;(0.17, 0.55, 5.60);(0.00, 46.51, 0.00);False
39,98013;Right Hand Presence Physics;(0.24, 0.62, 5.45);(330.86, 8.25, 348.06)
39,98013;Left Hand Presence Physics;(0.03, 0.62, 5.51);(330.77, 2.41, 11.36)
39,98013;Right Hand Presence Physics;(0.24, 0.62, 5.45);(330.86, 8.25, 348.06)
39,98013;Left Hand Presence Physics;(0.03, 0.62, 5.51);(330.77, 2.41, 11.36)
39,98013;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 256.40, 180.00);False
39,98013;Metal Cube;(0.17, 0.55, 5.60);(0.00, 46.51, 0.00);False
40,48089;Right Hand Presence Physics;(0.25, 0.61, 5.45);(331.85, 10.04, 346.78)
40,48089;Left Hand Presence Physics;(0.12, 0.60, 5.57);(337.77, 4.44, 0.43)
40,48089;Right Hand Presence Physics;(0.25, 0.61, 5.45);(331.85, 10.04, 346.78)
40,48089;Left Hand Presence Physics;(0.12, 0.60, 5.57);(337.77, 4.44, 0.43)
40,48089;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 256.40, 180.00);False
40,48089;Metal Cube;(0.17, 0.55, 5.60);(0.00, 46.51, 0.00);False
40,98202;Right Hand Presence Physics;(0.27, 0.60, 5.45);(333.18, 12.74, 345.32)
40,98202;Left Hand Presence Physics;(0.18, 0.60, 5.56);(338.23, 342.02, 4.22)
40,98202;Right Hand Presence Physics;(0.27, 0.60, 5.45);(333.18, 12.74, 345.32)
40,98202;Left Hand Presence Physics;(0.18, 0.60, 5.56);(338.23, 342.02, 4.22)
40,98202;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 256.40, 180.00);False
40,98202;Metal Cube;(0.20, 0.55, 5.63);(359.60, 64.60, 0.00);False
41,4822;Right Hand Presence Physics;(0.11, 0.60, 5.47);(332.54, 348.98, 356.10)
41,4822;Left Hand Presence Physics;(-0.04, 0.61, 5.44);(328.62, 0.43, 35.14)
41,4822;Right Hand Presence Physics;(0.11, 0.60, 5.47);(332.54, 348.98, 356.10)
41,4822;Left Hand Presence Physics;(-0.04, 0.61, 5.44);(328.62, 0.43, 35.14)
41,4822;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 256.40, 180.00);False
41,4822;Metal Cube;(0.20, 0.55, 5.63);(0.00, 64.65, 0.00);False
41,98345;Right Hand Presence Physics;(-0.18, 0.58, 5.55);(341.51, 335.24, 11.81)
41,98345;Left Hand Presence Physics;(-0.16, 0.61, 5.34);(323.79, 342.49, 29.07)
41,98345;Right Hand Presence Physics;(-0.18, 0.58, 5.55);(341.51, 335.24, 11.81)
41,98345;Left Hand Presence Physics;(-0.16, 0.61, 5.34);(323.79, 342.49, 29.07)
41,98345;Rubber Cube;(-0.27, 0.57, 5.59);(29.12, 255.41, 179.64);False
41,98345;Metal Cube;(0.20, 0.55, 5.63);(0.00, 64.65, 0.00);False
42,49619;Right Hand Presence Physics;(-0.04, 0.58, 5.51);(336.43, 341.68, 12.60)
42,49619;Left Hand Presence Physics;(-0.13, 0.59, 5.38);(327.26, 346.52, 23.66)
42,49619;Right Hand Presence Physics;(-0.04, 0.58, 5.51);(336.43, 341.68, 12.60)
42,49619;Left Hand Presence Physics;(-0.13, 0.59, 5.38);(327.26, 346.52, 23.66)
42,49619;Rubber Cube;(-0.37, 0.55, 5.56);(90.00, 74.48, 0.00);False
42,49619;Metal Cube;(0.20, 0.55, 5.63);(0.00, 64.65, 0.00);False
42,99762;Right Hand Presence Physics;(0.20, 0.59, 5.50);(330.69, 14.61, 351.90)
42,99762;Left Hand Presence Physics;(-0.06, 0.58, 5.41);(322.20, 357.65, 41.67)
42,99762;Right Hand Presence Physics;(0.20, 0.59, 5.50);(330.69, 14.61, 351.90)
42,99762;Left Hand Presence Physics;(-0.06, 0.58, 5.41);(322.20, 357.65, 41.67)
42,99762;Rubber Cube;(-0.37, 0.55, 5.56);(90.00, 74.48, 0.00);False
42,99762;Metal Cube;(0.20, 0.55, 5.63);(0.00, 64.65, 0.00);False
43,20849;Metal Cube;(0.20, 0.55, 5.63);(0.00, 64.65, 0.00);True
43,49861;Right Hand Presence Physics;(0.18, 0.62, 5.53);(335.69, 4.19, 0.53)
43,49861;Left Hand Presence Physics;(-0.06, 0.58, 5.41);(322.25, 357.52, 44.06)
43,49861;Right Hand Presence Physics;(0.18, 0.62, 5.53);(335.69, 4.19, 0.53)
43,49861;Left Hand Presence Physics;(-0.06, 0.58, 5.41);(322.25, 357.52, 44.06)
43,49861;Rubber Cube;(-0.37, 0.55, 5.56);(90.00, 74.48, 0.00);False
43,49861;Metal Cube;(0.21, 0.59, 5.60);(356.74, 64.79, 356.96);True
43,9998;Right Hand Presence Physics;(0.01, 0.63, 5.51);(338.49, 336.51, 8.41)
43,9998;Left Hand Presence Physics;(-0.11, 0.58, 5.39);(321.37, 344.62, 31.73)
43,9998;Right Hand Presence Physics;(0.01, 0.63, 5.51);(338.49, 336.51, 8.41)
43,9998;Left Hand Presence Physics;(-0.11, 0.58, 5.39);(321.37, 344.62, 31.73)
43,9998;Rubber Cube;(-0.37, 0.55, 5.56);(90.00, 74.48, 0.00);False
43,9998;Metal Cube;(0.00, 0.60, 5.58);(351.65, 39.58, 2.88);True
44,50103;Right Hand Presence Physics;(-0.21, 0.58, 5.37);(341.74, 298.61, 17.06)
44,50103;Left Hand Presence Physics;(-0.28, 0.57, 5.27);(326.39, 307.82, 41.07)
44,50103;Right Hand Presence Physics;(-0.21, 0.58, 5.37);(341.74, 298.61, 17.06)
44,50103;Left Hand Presence Physics;(-0.28, 0.57, 5.27);(326.39, 307.82, 41.07)
44,50103;Rubber Cube;(-0.37, 0.55, 5.56);(90.00, 74.48, 0.00);False
44,50103;Metal Cube;(-0.24, 0.57, 5.44);(325.78, 15.03, 10.68);True
45,00251;Right Hand Presence Physics;(-0.38, 0.62, 5.36);(340.65, 293.78, 9.86)
45,00251;Left Hand Presence Physics;(-0.31, 0.56, 5.25);(326.35, 301.23, 46.18)
45,00251;Right Hand Presence Physics;(-0.38, 0.62, 5.36);(340.65, 293.78, 9.86)
45,00251;Left Hand Presence Physics;(-0.31, 0.56, 5.25);(326.35, 301.23, 46.18)
45,00251;Rubber Cube;(-0.37, 0.55, 5.56);(90.00, 74.48, 0.00);False
45,00251;Metal Cube;(-0.43, 0.60, 5.41);(351.09, 356.46, 5.37);True
45,50378;Right Hand Presence Physics;(-0.35, 0.61, 5.44);(342.24, 315.07, 8.29)
45,50378;Left Hand Presence Physics;(-0.30, 0.55, 5.28);(327.82, 305.38, 44.15)
45,50378;Right Hand Presence Physics;(-0.35, 0.61, 5.44);(342.24, 315.07, 8.29)
45,50378;Left Hand Presence Physics;(-0.30, 0.55, 5.28);(327.82, 305.38, 44.15)
45,50378;Rubber Cube;(-0.27, 0.57, 5.64);(30.11, 252.32, 180.00);False
45,50378;Metal Cube;(-0.38, 0.58, 5.51);(353.41, 17.77, 6.25);True
46,00533;Right Hand Presence Physics;(-0.34, 0.61, 5.55);(349.44, 328.71, 9.60)
46,00533;Left Hand Presence Physics;(-0.29, 0.55, 5.30);(328.21, 310.00, 41.05)
46,00533;Right Hand Presence Physics;(-0.34, 0.61, 5.55);(349.44, 328.71, 9.60)
46,00533;Left Hand Presence Physics;(-0.29, 0.55, 5.30);(328.21, 310.00, 41.05)
46,00533;Rubber Cube;(-0.23, 0.55, 5.65);(358.48, 252.05, 179.93);False
46,00533;Metal Cube;(-0.35, 0.58, 5.61);(355.57, 30.99, 13.13);True
46,50656;Right Hand Presence Physics;(-0.17, 0.58, 5.53);(347.53, 330.84, 1.60)
46,50656;Left Hand Presence Physics;(-0.24, 0.55, 5.33);(327.00, 319.21, 39.52)
46,50656;Right Hand Presence Physics;(-0.17, 0.58, 5.53);(347.53, 330.84, 1.60)
46,50656;Left Hand Presence Physics;(-0.24, 0.55, 5.33);(327.00, 319.21, 39.52)
46,50656;Rubber Cube;(-0.16, 0.22, 5.30);(355.54, 278.48, 8.67);False
46,50656;Metal Cube;(-0.19, 0.55, 5.59);(0.00, 32.50, 0.00);True
47,00847;Right Hand Presence Physics;(0.04, 0.58, 5.54);(343.25, 344.58, 358.88)
47,00847;Left Hand Presence Physics;(-0.14, 0.57, 5.39);(331.17, 353.76, 36.62)
47,00847;Right Hand Presence Physics;(0.04, 0.58, 5.54);(343.25, 344.58, 358.88)
47,00847;Left Hand Presence Physics;(-0.14, 0.57, 5.39);(331.17, 353.76, 36.62)
47,00847;Rubber Cube;(-0.14, 0.05, 5.32);(0.00, 282.64, 0.00);False
47,00847;Metal Cube;(0.03, 0.55, 5.61);(0.52, 41.89, 0.00);True
47,0428;Metal Cube;(0.03, 0.55, 5.60);(0.92, 43.38, 0.29);False
47,50933;Right Hand Presence Physics;(0.11, 0.58, 5.48);(336.85, 348.07, 1.91)
47,50933;Left Hand Presence Physics;(-0.10, 0.61, 5.48);(326.20, 338.71, 15.56)
47,50933;Right Hand Presence Physics;(0.11, 0.58, 5.48);(336.85, 348.07, 1.91)
47,50933;Left Hand Presence Physics;(-0.10, 0.61, 5.48);(326.20, 338.71, 15.56)
47,50933;Rubber Cube;(-0.14, 0.05, 5.32);(0.00, 282.64, 0.00);False
47,50933;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
48,01143;Right Hand Presence Physics;(-0.06, 0.35, 5.35);(331.69, 276.88, 68.27)
48,01143;Left Hand Presence Physics;(-0.23, 0.50, 5.32);(339.39, 322.48, 9.76)
48,01143;Right Hand Presence Physics;(-0.06, 0.35, 5.35);(331.69, 276.88, 68.27)
48,01143;Left Hand Presence Physics;(-0.23, 0.50, 5.32);(339.39, 322.48, 9.76)
48,01143;Rubber Cube;(-0.14, 0.05, 5.32);(0.00, 282.64, 0.00);False
48,01143;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
48,50093;Rubber Cube;(-0.14, 0.05, 5.32);(0.00, 282.64, 0.00);True
48,51175;Right Hand Presence Physics;(-0.14, 0.17, 5.31);(39.50, 287.23, 22.85)
48,51175;Left Hand Presence Physics;(-0.25, 0.46, 5.33);(344.38, 321.68, 13.25)
48,51175;Right Hand Presence Physics;(-0.14, 0.17, 5.31);(39.50, 287.23, 22.85)
48,51175;Left Hand Presence Physics;(-0.25, 0.46, 5.33);(344.38, 321.68, 13.25)
48,51175;Rubber Cube;(-0.14, 0.05, 5.32);(0.01, 282.66, 359.97);True
48,51175;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
49,01337;Right Hand Presence Physics;(-0.17, 0.42, 5.35);(3.10, 293.88, 25.64)
49,01337;Left Hand Presence Physics;(-0.23, 0.51, 5.33);(336.47, 320.83, 15.65)
49,01337;Right Hand Presence Physics;(-0.17, 0.42, 5.35);(3.10, 293.88, 25.64)
49,01337;Left Hand Presence Physics;(-0.23, 0.51, 5.33);(336.47, 320.83, 15.65)
49,01337;Rubber Cube;(-0.19, 0.38, 5.38);(325.22, 286.16, 5.44);True
49,01337;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
49,51445;Right Hand Presence Physics;(-0.09, 0.60, 5.47);(332.84, 328.97, 22.99)
49,51445;Left Hand Presence Physics;(-0.17, 0.57, 5.33);(326.47, 330.54, 21.11)
49,51445;Right Hand Presence Physics;(-0.09, 0.60, 5.47);(332.84, 328.97, 22.99)
49,51445;Left Hand Presence Physics;(-0.17, 0.57, 5.33);(326.47, 330.54, 21.11)
49,51445;Rubber Cube;(-0.11, 0.58, 5.52);(293.90, 318.19, 9.09);True
49,51445;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
50,01605;Right Hand Presence Physics;(0.00, 0.59, 5.55);(338.16, 346.24, 26.42)
50,01605;Left Hand Presence Physics;(-0.15, 0.56, 5.36);(328.07, 337.04, 20.89)
50,01605;Right Hand Presence Physics;(0.00, 0.59, 5.55);(338.16, 346.24, 26.42)
50,01605;Left Hand Presence Physics;(-0.15, 0.56, 5.36);(328.07, 337.04, 20.89)
50,01605;Rubber Cube;(-0.06, 0.57, 5.56);(297.46, 317.76, 359.99);True
50,01605;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
50,51794;Right Hand Presence Physics;(-0.12, 0.59, 5.53);(338.17, 333.28, 35.77)
50,51794;Left Hand Presence Physics;(-0.16, 0.55, 5.35);(327.95, 335.76, 22.31)
50,51794;Right Hand Presence Physics;(-0.12, 0.59, 5.53);(338.17, 333.28, 35.77)
50,51794;Left Hand Presence Physics;(-0.16, 0.55, 5.35);(327.95, 335.76, 22.31)
50,51794;Rubber Cube;(-0.11, 0.59, 5.58);(316.34, 309.03, 39.55);True
50,51794;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
51,01923;Right Hand Presence Physics;(-0.11, 0.58, 5.54);(340.02, 334.33, 37.48)
51,01923;Left Hand Presence Physics;(-0.16, 0.55, 5.35);(328.08, 336.04, 22.63)
51,01923;Right Hand Presence Physics;(-0.11, 0.58, 5.54);(340.02, 334.33, 37.48)
51,01923;Left Hand Presence Physics;(-0.16, 0.55, 5.35);(328.08, 336.04, 22.63)
51,01923;Rubber Cube;(-0.10, 0.58, 5.58);(292.04, 296.16, 68.89);True
51,01923;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
51,52062;Right Hand Presence Physics;(-0.03, 0.58, 5.57);(337.65, 350.07, 35.73)
51,52062;Left Hand Presence Physics;(-0.17, 0.55, 5.36);(328.97, 334.77, 24.62)
51,52062;Right Hand Presence Physics;(-0.03, 0.58, 5.57);(337.65, 350.07, 35.73)
51,52062;Left Hand Presence Physics;(-0.17, 0.55, 5.36);(328.97, 334.77, 24.62)
51,52062;Rubber Cube;(-0.08, 0.57, 5.61);(280.42, 20.43, 0.02);True
51,52062;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
51,91078;Rubber Cube;(-0.08, 0.57, 5.56);(279.69, 251.03, 101.93);False
52,02164;Right Hand Presence Physics;(-0.09, 0.55, 5.51);(341.64, 332.16, 43.55)
52,02164;Left Hand Presence Physics;(-0.15, 0.56, 5.37);(327.45, 335.19, 22.04)
52,02164;Right Hand Presence Physics;(-0.09, 0.55, 5.51);(341.64, 332.16, 43.55)
52,02164;Left Hand Presence Physics;(-0.15, 0.56, 5.37);(327.45, 335.19, 22.04)
52,02164;Rubber Cube;(-0.08, 0.55, 5.56);(271.05, 262.74, 89.71);False
52,02164;Metal Cube;(0.04, 0.55, 5.60);(0.00, 43.38, 0.00);False
52,5232;Right Hand Presence Physics;(0.05, 0.55, 5.45);(330.77, 333.35, 36.60)
52,5232;Left Hand Presence Physics;(-0.08, 0.61, 5.50);(332.25, 336.40, 24.69)
52,5232;Right Hand Presence Physics;(0.05, 0.55, 5.45);(330.77, 333.35, 36.60)
52,5232;Left Hand Presence Physics;(-0.08, 0.61, 5.50);(332.25, 336.40, 24.69)
52,5232;Rubber Cube;(-0.03, 0.56, 5.57);(274.11, 69.66, 257.66);False
52,5232;Metal Cube;(0.06, 0.55, 5.61);(4.35, 56.82, 0.05);False
52,5654;Rubber Cube;(-0.01, 0.55, 5.60);(276.68, 53.83, 279.99);True
53,02418;Right Hand Presence Physics;(0.12, 0.55, 5.44);(327.30, 338.58, 34.27)
53,02418;Left Hand Presence Physics;(-0.03, 0.58, 5.55);(335.12, 348.07, 3.00)
53,02418;Right Hand Presence Physics;(0.12, 0.55, 5.44);(327.30, 338.58, 34.27)
53,02418;Left Hand Presence Physics;(-0.03, 0.58, 5.55);(335.12, 348.07, 3.00)
53,02418;Rubber Cube;(-0.01, 0.57, 5.62);(278.24, 58.81, 276.21);True
53,02418;Metal Cube;(0.11, 0.55, 5.63);(0.00, 71.68, 0.00);False
53,52517;Right Hand Presence Physics;(0.15, 0.55, 5.43);(327.20, 341.06, 33.47)
53,52517;Left Hand Presence Physics;(0.10, 0.61, 5.57);(334.15, 7.94, 7.52)
53,52517;Right Hand Presence Physics;(0.15, 0.55, 5.43);(327.20, 341.06, 33.47)
53,52517;Left Hand Presence Physics;(0.10, 0.61, 5.57);(334.15, 7.94, 7.52)
53,52517;Rubber Cube;(0.00, 0.56, 5.63);(271.30, 341.65, 0.02);True
53,52517;Metal Cube;(0.11, 0.55, 5.63);(0.00, 71.68, 0.00);False
54,02692;Right Hand Presence Physics;(0.15, 0.56, 5.44);(327.44, 340.95, 31.97)
54,02692;Left Hand Presence Physics;(-0.07, 0.75, 5.44);(306.50, 343.46, 23.38)
54,02692;Right Hand Presence Physics;(0.15, 0.56, 5.44);(327.44, 340.95, 31.97)
54,02692;Left Hand Presence Physics;(-0.07, 0.75, 5.44);(306.50, 343.46, 23.38)
54,02692;Rubber Cube;(-0.04, 0.77, 5.50);(297.46, 186.24, 155.98);True
54,02692;Metal Cube;(0.11, 0.55, 5.63);(0.00, 71.68, 0.00);False
54,52822;Right Hand Presence Physics;(0.14, 0.56, 5.43);(327.21, 338.60, 27.20)
54,52822;Left Hand Presence Physics;(-0.08, 0.84, 5.30);(290.53, 231.94, 113.25)
54,52822;Right Hand Presence Physics;(0.14, 0.56, 5.43);(327.21, 338.60, 27.20)
54,52822;Left Hand Presence Physics;(-0.08, 0.84, 5.30);(290.53, 231.94, 113.25)
54,52822;Rubber Cube;(-0.07, 0.90, 5.34);(338.36, 162.53, 149.32);True
54,52822;Metal Cube;(0.11, 0.55, 5.63);(0.00, 71.68, 0.00);False
54,57217;Rubber Cube;(-0.08, 0.91, 5.54);(304.34, 149.24, 168.88);False
55,02947;Right Hand Presence Physics;(0.14, 0.56, 5.43);(327.37, 337.97, 31.15)
55,02947;Left Hand Presence Physics;(-0.12, 0.78, 5.55);(312.42, 328.21, 21.50)
55,02947;Right Hand Presence Physics;(0.14, 0.56, 5.43);(327.37, 337.97, 31.15)
55,02947;Left Hand Presence Physics;(-0.12, 0.78, 5.55);(312.42, 328.21, 21.50)
55,02947;Rubber Cube;(-0.19, 0.56, 5.84);(351.84, 282.87, 359.88);False
55,02947;Metal Cube;(0.11, 0.55, 5.63);(0.00, 71.68, 0.00);False
55,53048;Right Hand Presence Physics;(0.11, 0.55, 5.45);(327.44, 338.80, 35.96)
55,53048;Left Hand Presence Physics;(-0.13, 0.65, 5.52);(321.96, 335.04, 20.91)
55,53048;Right Hand Presence Physics;(0.11, 0.55, 5.45);(327.44, 338.80, 35.96)
55,53048;Left Hand Presence Physics;(-0.13, 0.65, 5.52);(321.96, 335.04, 20.91)
55,53048;Rubber Cube;(-0.15, 0.08, 5.91);(0.35, 249.42, 212.24);False
55,53048;Metal Cube;(0.11, 0.55, 5.63);(0.00, 71.68, 0.00);False
56,03156;Right Hand Presence Physics;(0.11, 0.59, 5.54);(315.55, 12.93, 27.29)
56,03156;Left Hand Presence Physics;(-0.08, 0.62, 5.52);(323.61, 346.31, 15.06)
56,03156;Right Hand Presence Physics;(0.11, 0.59, 5.54);(315.55, 12.93, 27.29)
56,03156;Left Hand Presence Physics;(-0.08, 0.62, 5.52);(323.61, 346.31, 15.06)
56,03156;Rubber Cube;(-0.05, 0.05, 5.92);(270.02, 35.53, 0.00);False
56,03156;Metal Cube;(0.11, 0.55, 5.63);(0.00, 71.68, 0.00);False
56,11539;Metal Cube;(0.11, 0.55, 5.63);(0.00, 71.68, 0.00);True
56,53287;Right Hand Presence Physics;(0.27, 0.76, 5.30);(297.81, 95.62, 271.39)
56,53287;Left Hand Presence Physics;(-0.08, 0.61, 5.51);(324.72, 347.82, 17.49)
56,53287;Right Hand Presence Physics;(0.27, 0.76, 5.30);(297.81, 95.62, 271.39)
56,53287;Left Hand Presence Physics;(-0.08, 0.61, 5.51);(324.72, 347.82, 17.49)
56,53287;Rubber Cube;(-0.05, 0.05, 5.92);(270.00, 35.53, 0.00);False
56,53287;Metal Cube;(0.27, 0.79, 5.37);(14.09, 69.71, 288.68);True
56,81145;Metal Cube;(0.24, 0.79, 5.44);(11.45, 73.93, 308.34);False
57,03431;Right Hand Presence Physics;(0.21, 0.72, 5.49);(311.68, 22.26, 348.01)
57,03431;Left Hand Presence Physics;(-0.08, 0.61, 5.49);(320.11, 348.00, 18.99)
57,03431;Right Hand Presence Physics;(0.21, 0.72, 5.49);(311.68, 22.26, 348.01)
57,03431;Left Hand Presence Physics;(-0.08, 0.61, 5.49);(320.11, 348.00, 18.99)
57,03431;Rubber Cube;(-0.05, 0.05, 5.92);(270.00, 35.53, 0.00);False
57,03431;Metal Cube;(0.15, 0.57, 5.61);(0.85, 83.62, 342.91);False
57,53635;Right Hand Presence Physics;(0.15, 0.61, 5.54);(330.39, 13.89, 24.27)
57,53635;Left Hand Presence Physics;(-0.05, 0.61, 5.49);(320.15, 352.49, 15.98)
57,53635;Right Hand Presence Physics;(0.15, 0.61, 5.54);(330.39, 13.89, 24.27)
57,53635;Left Hand Presence Physics;(-0.05, 0.61, 5.49);(320.15, 352.49, 15.98)
57,53635;Rubber Cube;(-0.05, 0.05, 5.92);(270.00, 35.53, 0.00);False
57,53635;Metal Cube;(0.15, 0.55, 5.63);(359.99, 82.62, 0.00);False
57,70369;Metal Cube;(0.15, 0.55, 5.62);(358.96, 83.73, 359.89);True
58,03767;Right Hand Presence Physics;(0.28, 0.75, 5.33);(299.49, 87.06, 284.68)
58,03767;Left Hand Presence Physics;(-0.04, 0.61, 5.48);(318.57, 355.02, 14.82)
58,03767;Right Hand Presence Physics;(0.28, 0.75, 5.33);(299.49, 87.06, 284.68)
58,03767;Left Hand Presence Physics;(-0.04, 0.61, 5.48);(318.57, 355.02, 14.82)
58,03767;Rubber Cube;(-0.05, 0.05, 5.92);(270.00, 35.53, 0.00);False
58,03767;Metal Cube;(0.27, 0.76, 5.39);(16.46, 71.87, 290.82);True
58,35802;Metal Cube;(0.19, 0.65, 5.63);(18.66, 85.95, 4.59);False
58,53922;Right Hand Presence Physics;(0.21, 0.71, 5.50);(316.44, 18.37, 353.60)
58,53922;Left Hand Presence Physics;(-0.05, 0.61, 5.47);(317.50, 353.74, 15.27)
58,53922;Right Hand Presence Physics;(0.21, 0.71, 5.50);(316.44, 18.37, 353.60)
58,53922;Left Hand Presence Physics;(-0.05, 0.61, 5.47);(317.50, 353.74, 15.27)
58,53922;Rubber Cube;(-0.05, 0.05, 5.92);(270.00, 35.53, 0.00);False
58,53922;Metal Cube;(0.07, 0.57, 5.91);(335.08, 55.43, 157.70);False
59,04041;Right Hand Presence Physics;(0.21, 0.70, 5.46);(312.85, 11.90, 357.82)
59,04041;Left Hand Presence Physics;(-0.05, 0.61, 5.47);(316.81, 352.79, 15.29)
59,04041;Right Hand Presence Physics;(0.21, 0.70, 5.46);(312.85, 11.90, 357.82)
59,04041;Left Hand Presence Physics;(-0.05, 0.61, 5.47);(316.81, 352.79, 15.29)
59,04041;Rubber Cube;(-0.05, 0.05, 5.92);(270.00, 35.53, 0.00);False
59,04041;Metal Cube;(-0.07, 0.05, 6.28);(0.00, 84.36, 90.00);False
59,54182;Right Hand Presence Physics;(0.17, 0.61, 5.48);(328.46, 356.90, 358.47)
59,54182;Left Hand Presence Physics;(-0.05, 0.61, 5.48);(321.87, 352.05, 14.48)
59,54182;Right Hand Presence Physics;(0.17, 0.61, 5.48);(328.46, 356.90, 358.47)
59,54182;Left Hand Presence Physics;(-0.05, 0.61, 5.48);(321.87, 352.05, 14.48)
59,54182;Rubber Cube;(-0.05, 0.05, 5.92);(270.00, 35.53, 0.00);False
59,54182;Metal Cube;(-0.07, 0.05, 6.28);(0.00, 84.36, 90.00);False
60,04289;Right Hand Presence Physics;(0.16, 0.60, 5.48);(329.25, 358.24, 359.73)
60,04289;Left Hand Presence Physics;(-0.05, 0.61, 5.49);(327.10, 346.82, 21.47)
60,04289;Right Hand Presence Physics;(0.16, 0.60, 5.48);(329.25, 358.24, 359.73)
60,04289;Left Hand Presence Physics;(-0.05, 0.61, 5.49);(327.10, 346.82, 21.47)
60,04289;Rubber Cube;(-0.21, 1.03, 5.60);(270.00, 35.53, 0.00);False
60,04289;Metal Cube;(0.17, 1.03, 5.60);(0.00, 84.36, 90.00);False
60,54417;Right Hand Presence Physics;(0.14, 0.59, 5.52);(51.72, 80.39, 355.99)
60,54417;Left Hand Presence Physics;(-0.11, 0.61, 5.47);(322.99, 336.23, 11.07)
60,54417;Right Hand Presence Physics;(0.14, 0.59, 5.52);(51.72, 80.39, 355.99)
60,54417;Left Hand Presence Physics;(-0.11, 0.61, 5.47);(322.99, 336.23, 11.07)
60,54417;Rubber Cube;(-0.21, 0.55, 5.60);(270.00, 35.53, 0.00);False
60,54417;Metal Cube;(0.10, 0.60, 5.39);(7.59, 91.22, 263.50);False
61,04536;Right Hand Presence Physics;(0.18, 0.61, 5.48);(327.48, 4.38, 4.28)
61,04536;Left Hand Presence Physics;(-0.15, 0.61, 5.46);(325.71, 329.46, 14.05)
61,04536;Right Hand Presence Physics;(0.18, 0.61, 5.48);(327.48, 4.38, 4.28)
61,04536;Left Hand Presence Physics;(-0.15, 0.61, 5.46);(325.71, 329.46, 14.05)
61,04536;Rubber Cube;(-0.29, 0.55, 5.66);(0.00, 311.14, 90.00);False
61,04536;Metal Cube;(0.12, 0.53, 5.39);(358.46, 100.15, 260.75);False
61,5466;Right Hand Presence Physics;(0.20, 0.61, 5.47);(328.98, 4.42, 5.32)
61,5466;Left Hand Presence Physics;(-0.08, 0.60, 5.45);(325.66, 344.75, 12.98)
61,5466;Right Hand Presence Physics;(0.20, 0.61, 5.47);(328.98, 4.42, 5.32)
61,5466;Left Hand Presence Physics;(-0.08, 0.60, 5.45);(325.66, 344.75, 12.98)
61,5466;Rubber Cube;(-0.29, 0.55, 5.66);(0.00, 311.14, 90.00);False
61,5466;Metal Cube;(0.12, 0.53, 5.39);(358.22, 99.77, 260.98);False
62,04839;Right Hand Presence Physics;(0.21, 0.61, 5.46);(327.46, 5.64, 6.47)
62,04839;Left Hand Presence Physics;(-0.09, 0.60, 5.45);(325.39, 343.97, 15.02)
