Timestamp;Type;Name;Position;Rotation
109,1969;1;Right Hand Presence Physics;(-0.40, 0.60, 5.57);(348.23, 340.23, 336.56)
109,1969;1;Left Hand Presence Physics;(-0.50, 0.59, 5.53);(2.97, 333.72, 54.63)
109,1969;2;Rubber Cube;(-0.70, 0.65, 5.81);(38.58, 135.16, 172.03)
109,1969;2;Metal Cube;(-0.48, 0.05, 6.18);(90.00, 13.09, 0.00)
109,6982;1;Main Camera;(-0.23, 0.76, 5.12);(6.66, 307.48, 0.89)
109,6982;1;Right Hand Presence Physics;(-0.39, 0.60, 5.51);(347.78, 331.78, 351.94)
109,6982;1;Left Hand Presence Physics;(-0.50, 0.59, 5.46);(356.04, 322.69, 61.93)
109,6982;1;Right Hand Presence Physics;(-0.39, 0.60, 5.51);(347.78, 331.78, 351.94)
109,6982;1;Left Hand Presence Physics;(-0.50, 0.59, 5.46);(356.04, 322.69, 61.93)
109,6982;2;Rubber Cube;(-2.03, 0.55, 5.48);(332.76, 207.42, 205.04)
109,6982;2;Metal Cube;(-0.48, 0.05, 6.18);(90.00, 13.09, 0.00)
110,1991;1;Main Camera;(-0.26, 0.75, 5.08);(7.16, 283.24, 2.53)
110,1991;1;Right Hand Presence Physics;(-0.38, 0.62, 5.45);(341.23, 325.35, 354.02)
110,1991;1;Left Hand Presence Physics;(-0.49, 0.60, 5.42);(350.40, 323.85, 23.68)
110,1991;1;Right Hand Presence Physics;(-0.38, 0.62, 5.45);(341.23, 325.35, 354.02)
110,1991;1;Left Hand Presence Physics;(-0.49, 0.60, 5.42);(350.40, 323.85, 23.68)
110,1991;2;Rubber Cube;(-2.93, 0.13, 5.27);(8.78, 213.75, 170.51)
110,1991;2;Metal Cube;(-0.48, 0.05, 6.18);(90.00, 13.09, 0.00)
110,7003;1;Main Camera;(-0.26, 0.75, 5.08);(6.66, 282.20, 2.47)
110,7003;1;Right Hand Presence Physics;(-0.36, 0.62, 5.44);(340.17, 325.94, 353.10)
110,7003;1;Left Hand Presence Physics;(-0.47, 0.60, 5.42);(348.54, 325.14, 23.87)
110,7003;1;Right Hand Presence Physics;(-0.36, 0.62, 5.44);(340.17, 325.94, 353.10)
110,7003;1;Left Hand Presence Physics;(-0.47, 0.60, 5.42);(348.54, 325.14, 23.87)
110,7003;2;Rubber Cube;(-3.23, 0.06, 5.25);(355.42, 138.44, 358.76)
110,7003;2;Metal Cube;(-0.48, 0.05, 6.18);(90.00, 13.09, 0.00)
111,2024;1;Main Camera;(-0.20, 0.75, 5.15);(7.74, 336.37, 1.62)
111,2024;1;Right Hand Presence Physics;(-0.25, 0.59, 5.43);(341.09, 339.84, 356.46)
111,2024;1;Left Hand Presence Physics;(-0.40, 0.59, 5.42);(350.44, 331.04, 69.64)
111,2024;1;Right Hand Presence Physics;(-0.25, 0.59, 5.43);(341.09, 339.84, 356.46)
111,2024;1;Left Hand Presence Physics;(-0.40, 0.59, 5.42);(350.44, 331.04, 69.64)
111,2024;2;Rubber Cube;(-3.23, 0.05, 5.25);(0.00, 138.67, 0.00)
111,2024;2;Metal Cube;(-0.48, 0.05, 6.18);(90.00, 13.09, 0.00)
111,7029;1;Main Camera;(-0.18, 0.74, 5.16);(12.44, 344.13, 2.03)
111,7029;1;Right Hand Presence Physics;(-0.17, 0.59, 5.42);(327.00, 351.98, 16.73)
111,7029;1;Left Hand Presence Physics;(-0.30, 0.59, 5.43);(351.32, 340.47, 70.98)
111,7029;1;Right Hand Presence Physics;(-0.17, 0.59, 5.42);(327.00, 351.98, 16.73)
111,7029;1;Left Hand Presence Physics;(-0.30, 0.59, 5.43);(351.32, 340.47, 70.98)
111,7029;2;Rubber Cube;(-3.23, 0.05, 5.25);(0.00, 138.67, 0.00)
111,7029;2;Metal Cube;(-0.48, 0.05, 6.18);(90.00, 13.09, 0.00)
112,2039;1;Main Camera;(-0.17, 0.74, 5.17);(15.69, 346.10, 0.49)
112,2039;1;Right Hand Presence Physics;(-0.16, 0.59, 5.43);(330.34, 344.04, 358.75)
112,2039;1;Left Hand Presence Physics;(-0.32, 0.60, 5.41);(342.69, 333.96, 55.74)
112,2039;1;Right Hand Presence Physics;(-0.16, 0.59, 5.43);(330.34, 344.04, 358.75)
112,2039;1;Left Hand Presence Physics;(-0.32, 0.60, 5.41);(342.69, 333.96, 55.74)
112,2039;2;Rubber Cube;(-3.23, 0.05, 5.25);(0.00, 138.67, 0.00)
112,2039;2;Metal Cube;(-0.48, 0.05, 6.18);(90.00, 13.09, 0.00)
112,7047;1;Main Camera;(-0.17, 0.75, 5.17);(8.64, 346.52, 359.88)
112,7047;1;Right Hand Presence Physics;(-0.14, 0.62, 5.40);(313.67, 350.88, 356.19)
112,7047;1;Left Hand Presence Physics;(-0.35, 0.61, 5.40);(335.04, 337.49, 57.20)
112,7047;1;Right Hand Presence Physics;(-0.14, 0.62, 5.40);(313.67, 350.88, 356.19)
112,7047;1;Left Hand Presence Physics;(-0.35, 0.61, 5.40);(335.04, 337.49, 57.20)
112,7047;2;Rubber Cube;(-3.23, 0.05, 5.25);(0.00, 138.67, 0.00)
112,7047;2;Metal Cube;(-0.48, 0.05, 6.18);(90.00, 13.09, 0.00)
