Timestamp;Type;Name;Position;Rotation
40,80806;2;Cube;(254.74, -336.47, 70.60);(359.26, 90.73, 324.55)
41,31067;1;Main Camera;(29.63, 0.67, -6.59);(4.98, 90.32, 359.71)
41,31067;1;Right Hand;(31.20, 0.00, -7.02);(0.00, 109.69, 0.00)
41,31067;1;Left Hand;(31.20, 0.00, -7.02);(0.00, 109.69, 0.00)
41,31067;1;Right Controller;(29.81, 0.34, -6.68);(0.59, 75.30, 345.08)
41,31067;1;Left Controller;(29.85, 0.37, -6.52);(350.22, 95.09, 6.65)
41,31067;2;Cube;(268.07, -379.03, 74.07);(38.27, 160.68, 336.80)
41,81077;1;Main Camera;(28.82, 0.68, -6.24);(4.28, 86.96, 359.50)
41,81077;1;Right Hand;(30.40, 0.00, -6.68);(0.00, 109.69, 0.00)
41,81077;1;Left Hand;(30.40, 0.00, -6.68);(0.00, 109.69, 0.00)
41,81077;1;Right Controller;(29.01, 0.35, -6.34);(359.24, 76.36, 346.40)
41,81077;1;Left Controller;(29.05, 0.36, -6.18);(350.84, 95.20, 8.64)
41,81077;2;Cube;(281.37, -423.92, 77.52);(32.10, 253.55, 25.23)
42,31164;1;Main Camera;(28.09, 0.69, -5.70);(358.20, 97.16, 359.79)
42,31164;1;Right Hand;(29.67, 0.00, -6.12);(0.00, 109.69, 0.00)
42,31164;1;Left Hand;(29.67, 0.00, -6.12);(0.00, 109.69, 0.00)
42,31164;1;Right Controller;(28.28, 0.35, -5.79);(356.85, 79.18, 346.25)
42,31164;1;Left Controller;(28.32, 0.36, -5.63);(351.16, 95.40, 9.55)
42,31164;2;Cube;(294.67, -471.32, 80.97);(353.41, 316.30, 27.85)
