Timestamp;Name;Position;Rotation;Grabbed
15,33479;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
22,37204;Left Hand Presence Physics;(0.40, 0.84, -0.05);(340.17, 357.05, 5.54)
22,37204;Right Hand Presence Physics;(0.65, 0.88, 0.14);(6.36, 353.70, 318.62)
22,37204;Left Hand Presence Physics;(0.40, 0.84, -0.05);(340.17, 357.05, 5.54)
22,37204;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
22,37204;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
22,87465;Right Hand Presence Physics;(0.64, 0.92, 0.14);(1.68, 354.52, 317.88)
22,87465;Left Hand Presence Physics;(0.39, 0.84, -0.06);(340.06, 356.10, 5.56)
22,87465;Right Hand Presence Physics;(0.64, 0.92, 0.14);(1.68, 354.52, 317.88)
22,87465;Left Hand Presence Physics;(0.39, 0.84, -0.06);(340.06, 356.10, 5.56)
22,87465;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
22,87465;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
23,38268;Right Hand Presence Physics;(0.62, 0.96, 0.17);(350.41, 356.64, 332.27)
23,38268;Left Hand Presence Physics;(0.39, 0.84, -0.06);(339.62, 355.71, 5.35)
23,38268;Right Hand Presence Physics;(0.62, 0.96, 0.17);(350.41, 356.64, 332.27)
23,38268;Left Hand Presence Physics;(0.39, 0.84, -0.06);(339.62, 355.71, 5.35)
23,38268;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
23,38268;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
23,87832;Right Hand Presence Physics;(0.58, 0.96, 0.33);(348.84, 4.15, 4.84)
23,87832;Left Hand Presence Physics;(0.40, 0.85, -0.08);(338.18, 355.63, 4.26)
23,87832;Right Hand Presence Physics;(0.58, 0.96, 0.33);(348.84, 4.15, 4.84)
23,87832;Left Hand Presence Physics;(0.40, 0.85, -0.08);(338.18, 355.63, 4.26)
23,87832;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
23,87832;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
24,37904;Right Hand Presence Physics;(0.55, 0.95, 0.38);(2.73, 357.94, 359.69)
24,37904;Left Hand Presence Physics;(0.40, 0.85, -0.09);(338.03, 354.11, 4.80)
24,37904;Right Hand Presence Physics;(0.55, 0.95, 0.38);(2.73, 357.94, 359.69)
24,37904;Left Hand Presence Physics;(0.40, 0.85, -0.09);(338.03, 354.11, 4.80)
24,37904;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
24,37904;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
24,89243;Right Hand Presence Physics;(0.56, 0.92, 0.37);(3.22, 0.51, 358.87)
24,89243;Left Hand Presence Physics;(0.40, 0.85, -0.09);(337.79, 353.97, 4.70)
24,89243;Right Hand Presence Physics;(0.56, 0.92, 0.37);(3.22, 0.51, 358.87)
24,89243;Left Hand Presence Physics;(0.40, 0.85, -0.09);(337.79, 353.97, 4.70)
24,89243;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
24,89243;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
25,4081;Right Hand Presence Physics;(0.19, 0.93, 0.22);(357.29, 316.05, 359.41)
25,4081;Left Hand Presence Physics;(0.39, 0.84, -0.22);(338.22, 309.03, 4.99)
25,4081;Right Hand Presence Physics;(0.19, 0.93, 0.22);(357.29, 316.05, 359.41)
25,4081;Left Hand Presence Physics;(0.39, 0.84, -0.22);(338.22, 309.03, 4.99)
25,4081;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
25,4081;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
25,91068;Right Hand Presence Physics;(0.11, 0.88, -0.10);(1.41, 266.21, 353.29)
25,91068;Left Hand Presence Physics;(0.48, 0.84, -0.32);(340.96, 264.00, 4.94)
25,91068;Right Hand Presence Physics;(0.11, 0.88, -0.10);(1.41, 266.21, 353.29)
25,91068;Left Hand Presence Physics;(0.48, 0.84, -0.32);(340.96, 264.00, 4.94)
25,91068;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
25,91068;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
26,42442;Right Hand Presence Physics;(0.05, 0.76, 0.02);(6.03, 273.19, 348.78)
26,42442;Left Hand Presence Physics;(0.16, 0.81, -0.26);(355.49, 269.57, 2.81)
26,42442;Right Hand Presence Physics;(0.05, 0.76, 0.02);(6.03, 273.19, 348.78)
26,42442;Left Hand Presence Physics;(0.16, 0.81, -0.26);(355.49, 269.57, 2.81)
26,42442;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
26,42442;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
26,92839;Right Hand Presence Physics;(-1.03, 0.75, 0.11);(7.13, 270.41, 348.52)
26,92839;Left Hand Presence Physics;(-0.94, 0.80, -0.15);(359.29, 270.68, 6.51)
26,92839;Right Hand Presence Physics;(-1.03, 0.75, 0.11);(7.13, 270.41, 348.52)
26,92839;Left Hand Presence Physics;(-0.94, 0.80, -0.15);(359.29, 270.68, 6.51)
26,92839;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
26,92839;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
27,43692;Right Hand Presence Physics;(-0.46, 0.75, 0.16);(7.13, 265.19, 348.97)
27,43692;Left Hand Presence Physics;(-0.35, 0.80, -0.08);(359.07, 267.49, 8.01)
27,43692;Right Hand Presence Physics;(-0.46, 0.75, 0.16);(7.13, 265.19, 348.97)
27,43692;Left Hand Presence Physics;(-0.35, 0.80, -0.08);(359.07, 267.49, 8.01)
27,43692;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
27,43692;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
27,94023;Right Hand Presence Physics;(0.62, 0.76, 0.73);(4.63, 255.20, 347.70)
27,94023;Left Hand Presence Physics;(0.75, 0.80, 0.51);(358.23, 256.78, 7.14)
27,94023;Right Hand Presence Physics;(0.62, 0.76, 0.73);(4.63, 255.20, 347.70)
27,94023;Left Hand Presence Physics;(0.75, 0.80, 0.51);(358.23, 256.78, 7.14)
27,94023;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
27,94023;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
28,44245;Right Hand Presence Physics;(1.48, 0.76, 1.64);(5.30, 253.26, 348.05)
28,44245;Left Hand Presence Physics;(1.61, 0.79, 1.43);(358.13, 260.39, 1.43)
28,44245;Right Hand Presence Physics;(1.48, 0.76, 1.64);(5.30, 253.26, 348.05)
28,44245;Left Hand Presence Physics;(1.61, 0.79, 1.43);(358.13, 260.39, 1.43)
28,44245;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
28,44245;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
28,94353;Right Hand Presence Physics;(2.05, 0.76, 2.75);(5.18, 252.52, 347.79)
28,94353;Left Hand Presence Physics;(2.19, 0.80, 2.55);(356.65, 260.59, 4.09)
28,94353;Right Hand Presence Physics;(2.05, 0.76, 2.75);(5.18, 252.52, 347.79)
28,94353;Left Hand Presence Physics;(2.19, 0.80, 2.55);(356.65, 260.59, 4.09)
28,94353;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
28,94353;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
29,45661;Right Hand Presence Physics;(2.54, 0.77, 3.87);(3.88, 244.27, 347.75)
29,45661;Left Hand Presence Physics;(2.71, 0.81, 3.68);(355.01, 253.08, 6.77)
29,45661;Right Hand Presence Physics;(2.54, 0.77, 3.87);(3.88, 244.27, 347.75)
29,45661;Left Hand Presence Physics;(2.71, 0.81, 3.68);(355.01, 253.08, 6.77)
29,45661;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
29,45661;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
29,95873;Right Hand Presence Physics;(3.53, 0.77, 4.40);(2.21, 257.31, 348.97)
29,95873;Left Hand Presence Physics;(3.65, 0.80, 4.19);(357.19, 266.67, 2.61)
29,95873;Right Hand Presence Physics;(3.53, 0.77, 4.40);(2.21, 257.31, 348.97)
29,95873;Left Hand Presence Physics;(3.65, 0.80, 4.19);(357.19, 266.67, 2.61)
29,95873;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
29,95873;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
30,46045;Right Hand Presence Physics;(3.93, 0.75, 5.22);(6.39, 282.54, 348.46)
30,46045;Left Hand Presence Physics;(3.96, 0.78, 4.97);(3.42, 290.58, 0.53)
30,46045;Right Hand Presence Physics;(3.93, 0.75, 5.22);(6.39, 282.54, 348.46)
30,46045;Left Hand Presence Physics;(3.96, 0.78, 4.97);(3.42, 290.58, 0.53)
30,46045;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
30,46045;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
30,96388;Right Hand Presence Physics;(3.80, 0.75, 5.22);(6.63, 277.59, 348.79)
30,96388;Left Hand Presence Physics;(3.86, 0.78, 4.99);(3.29, 286.82, 358.17)
30,96388;Right Hand Presence Physics;(3.80, 0.75, 5.22);(6.63, 277.59, 348.79)
30,96388;Left Hand Presence Physics;(3.86, 0.78, 4.99);(3.29, 286.82, 358.17)
30,96388;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
30,96388;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
31,46464;Right Hand Presence Physics;(3.79, 0.74, 5.22);(7.55, 275.08, 348.83)
31,46464;Left Hand Presence Physics;(3.86, 0.77, 4.99);(4.15, 286.02, 0.78)
31,46464;Right Hand Presence Physics;(3.79, 0.74, 5.22);(7.55, 275.08, 348.83)
31,46464;Left Hand Presence Physics;(3.86, 0.77, 4.99);(4.15, 286.02, 0.78)
31,46464;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
31,46464;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
31,96563;Right Hand Presence Physics;(3.80, 0.74, 5.22);(7.30, 274.43, 348.98)
31,96563;Left Hand Presence Physics;(3.86, 0.79, 4.98);(359.60, 282.69, 5.68)
31,96563;Right Hand Presence Physics;(3.80, 0.74, 5.22);(7.30, 274.43, 348.98)
31,96563;Left Hand Presence Physics;(3.86, 0.79, 4.98);(359.60, 282.69, 5.68)
31,96563;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
31,96563;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
32,46846;Right Hand Presence Physics;(3.79, 0.74, 5.20);(8.08, 272.51, 349.73)
32,46846;Left Hand Presence Physics;(3.86, 0.78, 4.97);(5.13, 280.83, 11.89)
32,46846;Right Hand Presence Physics;(3.79, 0.74, 5.20);(8.08, 272.51, 349.73)
32,46846;Left Hand Presence Physics;(3.86, 0.78, 4.97);(5.13, 280.83, 11.89)
32,46846;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
32,46846;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
32,96867;Right Hand Presence Physics;(3.86, 0.74, 5.16);(8.59, 272.30, 349.86)
32,96867;Left Hand Presence Physics;(3.92, 0.77, 4.93);(9.42, 281.15, 9.50)
32,96867;Right Hand Presence Physics;(3.86, 0.74, 5.16);(8.59, 272.30, 349.86)
32,96867;Left Hand Presence Physics;(3.92, 0.77, 4.93);(9.42, 281.15, 9.50)
32,96867;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
32,96867;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
33,46922;Right Hand Presence Physics;(3.85, 0.74, 5.16);(8.89, 272.16, 349.61)
33,46922;Left Hand Presence Physics;(3.91, 0.77, 4.93);(8.19, 280.40, 11.94)
33,46922;Right Hand Presence Physics;(3.85, 0.74, 5.16);(8.89, 272.16, 349.61)
33,46922;Left Hand Presence Physics;(3.91, 0.77, 4.93);(8.19, 280.40, 11.94)
33,46922;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
33,46922;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
33,97144;Right Hand Presence Physics;(4.98, 0.74, 5.24);(8.09, 271.92, 349.51)
33,97144;Left Hand Presence Physics;(5.04, 0.78, 5.01);(2.79, 281.00, 10.51)
33,97144;Right Hand Presence Physics;(4.98, 0.74, 5.24);(8.09, 271.92, 349.51)
33,97144;Left Hand Presence Physics;(5.04, 0.78, 5.01);(2.79, 281.00, 10.51)
33,97144;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
33,97144;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
34,47216;Right Hand Presence Physics;(5.79, 0.74, 5.28);(7.85, 270.84, 349.27)
34,47216;Left Hand Presence Physics;(5.86, 0.79, 5.04);(1.24, 278.12, 12.17)
34,47216;Right Hand Presence Physics;(5.79, 0.74, 5.28);(7.85, 270.84, 349.27)
34,47216;Left Hand Presence Physics;(5.86, 0.79, 5.04);(1.24, 278.12, 12.17)
34,47216;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
34,47216;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
34,9738;Right Hand Presence Physics;(5.79, 0.74, 5.27);(8.33, 270.05, 349.16)
34,9738;Left Hand Presence Physics;(5.85, 0.77, 5.05);(7.01, 279.38, 13.54)
34,9738;Right Hand Presence Physics;(5.79, 0.74, 5.27);(8.33, 270.05, 349.16)
34,9738;Left Hand Presence Physics;(5.85, 0.77, 5.05);(7.01, 279.38, 13.54)
34,9738;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
34,9738;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
35,47479;Right Hand Presence Physics;(5.59, 0.74, 5.32);(9.21, 267.60, 347.97)
35,47479;Left Hand Presence Physics;(5.56, 0.78, 5.11);(5.40, 277.43, 15.35)
35,47479;Right Hand Presence Physics;(5.59, 0.74, 5.32);(9.21, 267.60, 347.97)
35,47479;Left Hand Presence Physics;(5.56, 0.78, 5.11);(5.40, 277.43, 15.35)
35,47479;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
35,47479;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
35,97612;Right Hand Presence Physics;(5.25, 0.74, 5.52);(8.67, 268.32, 348.96)
35,97612;Left Hand Presence Physics;(5.21, 0.79, 5.37);(356.02, 285.26, 352.67)
35,97612;Right Hand Presence Physics;(5.25, 0.74, 5.52);(8.67, 268.32, 348.96)
35,97612;Left Hand Presence Physics;(5.21, 0.79, 5.37);(356.02, 285.26, 352.67)
35,97612;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
35,97612;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
36,47734;Right Hand Presence Physics;(4.71, 0.74, 5.78);(8.16, 269.77, 349.80)
36,47734;Left Hand Presence Physics;(4.62, 0.78, 5.59);(2.80, 274.71, 2.22)
36,47734;Right Hand Presence Physics;(4.71, 0.74, 5.78);(8.16, 269.77, 349.80)
36,47734;Left Hand Presence Physics;(4.62, 0.78, 5.59);(2.80, 274.71, 2.22)
36,47734;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
36,47734;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
36,97855;Right Hand Presence Physics;(3.58, 0.74, 6.07);(7.99, 266.35, 350.98)
36,97855;Left Hand Presence Physics;(3.50, 0.78, 5.87);(2.00, 272.96, 2.13)
36,97855;Right Hand Presence Physics;(3.58, 0.74, 6.07);(7.99, 266.35, 350.98)
36,97855;Left Hand Presence Physics;(3.50, 0.78, 5.87);(2.00, 272.96, 2.13)
36,97855;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
36,97855;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
37,4799;Right Hand Presence Physics;(2.43, 0.74, 6.27);(8.05, 261.69, 353.04)
37,4799;Left Hand Presence Physics;(2.36, 0.78, 6.06);(1.25, 267.72, 3.56)
37,4799;Right Hand Presence Physics;(2.43, 0.74, 6.27);(8.05, 261.69, 353.04)
37,4799;Left Hand Presence Physics;(2.36, 0.78, 6.06);(1.25, 267.72, 3.56)
37,4799;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
37,4799;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
37,98069;Right Hand Presence Physics;(1.63, 0.77, 6.24);(7.07, 244.30, 355.83)
37,98069;Left Hand Presence Physics;(1.67, 0.76, 6.10);(4.40, 261.26, 2.77)
37,98069;Right Hand Presence Physics;(1.63, 0.77, 6.24);(7.07, 244.30, 355.83)
37,98069;Left Hand Presence Physics;(1.67, 0.76, 6.10);(4.40, 261.26, 2.77)
37,98069;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
37,98069;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
38,48202;Right Hand Presence Physics;(1.54, 0.80, 6.18);(13.01, 244.47, 349.11)
38,48202;Left Hand Presence Physics;(1.75, 0.73, 6.15);(10.92, 279.40, 15.08)
38,48202;Right Hand Presence Physics;(1.54, 0.80, 6.18);(13.01, 244.47, 349.11)
38,48202;Left Hand Presence Physics;(1.75, 0.73, 6.15);(10.92, 279.40, 15.08)
38,48202;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
38,48202;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
38,98326;Right Hand Presence Physics;(1.50, 0.83, 6.18);(2.19, 253.01, 1.43)
38,98326;Left Hand Presence Physics;(1.74, 0.73, 6.17);(8.49, 289.13, 14.67)
38,98326;Right Hand Presence Physics;(1.50, 0.83, 6.18);(2.19, 253.01, 1.43)
38,98326;Left Hand Presence Physics;(1.74, 0.73, 6.17);(8.49, 289.13, 14.67)
38,98326;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
38,98326;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
39,4853;Right Hand Presence Physics;(1.49, 0.81, 6.16);(5.55, 252.48, 1.50)
39,4853;Left Hand Presence Physics;(1.74, 0.74, 6.16);(1.07, 278.53, 1.81)
39,4853;Right Hand Presence Physics;(1.49, 0.81, 6.16);(5.55, 252.48, 1.50)
39,4853;Left Hand Presence Physics;(1.74, 0.74, 6.16);(1.07, 278.53, 1.81)
39,4853;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
39,4853;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
39,98669;Right Hand Presence Physics;(1.27, 0.79, 6.36);(8.33, 252.62, 2.00)
39,98669;Left Hand Presence Physics;(1.50, 0.72, 6.32);(9.06, 270.06, 3.57)
39,98669;Right Hand Presence Physics;(1.27, 0.79, 6.36);(8.33, 252.62, 2.00)
39,98669;Left Hand Presence Physics;(1.50, 0.72, 6.32);(9.06, 270.06, 3.57)
39,98669;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
39,98669;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
40,48877;Right Hand Presence Physics;(0.74, 0.79, 6.62);(5.40, 232.87, 5.48)
40,48877;Left Hand Presence Physics;(0.94, 0.74, 6.56);(2.91, 232.50, 11.00)
40,48877;Right Hand Presence Physics;(0.74, 0.79, 6.62);(5.40, 232.87, 5.48)
40,48877;Left Hand Presence Physics;(0.94, 0.74, 6.56);(2.91, 232.50, 11.00)
40,48877;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
40,48877;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
40,989;Right Hand Presence Physics;(0.53, 0.79, 6.58);(7.27, 211.50, 8.44)
40,989;Left Hand Presence Physics;(0.68, 0.67, 6.67);(15.86, 256.75, 10.12)
40,989;Right Hand Presence Physics;(0.53, 0.79, 6.58);(7.27, 211.50, 8.44)
40,989;Left Hand Presence Physics;(0.68, 0.67, 6.67);(15.86, 256.75, 10.12)
40,989;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
40,989;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
41,49151;Right Hand Presence Physics;(0.58, 0.84, 6.45);(1.66, 210.73, 14.70)
41,49151;Left Hand Presence Physics;(0.73, 0.70, 6.62);(8.62, 254.97, 14.64)
41,49151;Right Hand Presence Physics;(0.58, 0.84, 6.45);(1.66, 210.73, 14.70)
41,49151;Left Hand Presence Physics;(0.73, 0.70, 6.62);(8.62, 254.97, 14.64)
41,49151;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
41,49151;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
41,99072;Right Hand Presence Physics;(0.43, 0.80, 6.46);(7.22, 208.13, 15.47)
41,99072;Left Hand Presence Physics;(0.60, 0.68, 6.58);(13.23, 227.70, 19.98)
41,99072;Right Hand Presence Physics;(0.43, 0.80, 6.46);(7.22, 208.13, 15.47)
41,99072;Left Hand Presence Physics;(0.60, 0.68, 6.58);(13.23, 227.70, 19.98)
41,99072;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
41,99072;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
42,49244;Right Hand Presence Physics;(-0.01, 0.74, 6.57);(11.38, 197.24, 19.76)
42,49244;Left Hand Presence Physics;(0.09, 0.66, 6.75);(13.48, 235.62, 20.45)
42,49244;Right Hand Presence Physics;(-0.01, 0.74, 6.57);(11.38, 197.24, 19.76)
42,49244;Left Hand Presence Physics;(0.09, 0.66, 6.75);(13.48, 235.62, 20.45)
42,49244;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
42,49244;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
42,99386;Right Hand Presence Physics;(0.37, 0.73, 7.54);(11.06, 194.97, 18.11)
42,99386;Left Hand Presence Physics;(0.50, 0.66, 7.69);(12.66, 222.78, 23.11)
42,99386;Right Hand Presence Physics;(0.37, 0.73, 7.54);(11.06, 194.97, 18.11)
42,99386;Left Hand Presence Physics;(0.50, 0.66, 7.69);(12.66, 222.78, 23.11)
42,99386;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
42,99386;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
43,49509;Right Hand Presence Physics;(0.36, 0.74, 8.34);(9.82, 195.72, 17.20)
43,49509;Left Hand Presence Physics;(0.49, 0.66, 8.48);(11.61, 221.94, 20.09)
43,49509;Right Hand Presence Physics;(0.36, 0.74, 8.34);(9.82, 195.72, 17.20)
43,49509;Left Hand Presence Physics;(0.49, 0.66, 8.48);(11.61, 221.94, 20.09)
43,49509;Rubber Cube;(-0.21, 0.55, 5.60);(0.00, 0.00, 0.00);False
43,49509;Metal Cube;(0.17, 0.55, 5.60);(0.00, 0.00, 0.00);False
43,99779;Right Hand Presence Physics;(0.38, 0.74, 9.58);(9.69, 193.38, 16.81)
